FileID,CrashSeverity,County,CrashDate,PrimaryStreet,Distance,Direction,Weather,NumberOfFatalities,NumberOfInjured,CrashType,FirstVehicleType,FirstVehicleDirection,FirstDriverAge,FirstVehicleLane,FirstVehicleAction,FirstDriverCondition,SecondVehicleType,SecondVehicleDirection,SecondDriverAge,SecondVehicleLane,SecondVehicleAction,SecondDriverCondition,RoadCondition,Lighting,AgencyName,PedestrianInvolved
2349,PROPERTY DAMAGE ONLY,CLARK,1/24/16,SR573,12,W,CLEAR,0,0,ANGLE,CONVERTIBLE,W,47,2,CHANGING LANES,Unspecified,"SEDAN, 4 DOOR",W,20,2,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DARK - CONTINUOUS LIGHTING,LVMPD,NO
2396,INJURY CRASH,CLARK,1/25/16,FORT APACHE RD,0,AT INT,CLEAR,0,2,ANGLE,"SEDAN, 4 DOOR",S,25,0,TURNING LEFT,APPARENTLY NORMAL,CARRY-ALL,N,49,0,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DUSK,LVMPD,NO
2455,PROPERTY DAMAGE ONLY,CLARK,1/25/16,SKY POINTE DR,200,S,CLEAR,0,0,REAR-END,"SEDAN, 2 DOOR",S,17,3,GOING STRAIGHT,APPARENTLY NORMAL,CARRY-ALL,S,17,3,STOPPED,APPARENTLY NORMAL,DRY,DARK - CONTINUOUS LIGHTING,NHP,NO
2366,PROPERTY DAMAGE ONLY,CLARK,1/25/16,LAKE MEAD BLVD,0,AT INT,CLEAR,0,0,ANGLE,"SEDAN, 4 DOOR",W,34,0,GOING STRAIGHT,APPARENTLY NORMAL,Unspecified,Unspecified,Unspecified,0,Unspecified,Unspecified,DRY,DAYLIGHT,LVMPD,YES
2395,PROPERTY DAMAGE ONLY,CLARK,1/25/16,ANASAZI DR,60,N,CLEAR,0,0,"SIDESWIPE, MEETING","SEDAN, 4 DOOR",N,Unspecified,0,NOT REPORTED,APPARENTLY NORMAL,CARRY-ALL,N,Unspecified,0,GOING STRAIGHT,APPARENTLY NORMAL,Unspecified,Unspecified,LVMPD,NO
2424,INJURY CRASH,CLARK,1/25/16,SUMMERLIN PKWY W TO RAMPART BLVD,5,E,CLEAR,0,3,REAR-END,"SEDAN, 4 DOOR",W,26,1,GOING STRAIGHT,APPARENTLY NORMAL,CARRY-ALL,W,38,1,GOING STRAIGHT,APPARENTLY NORMAL,WET,DAYLIGHT,NHP,NO
2374,INJURY CRASH,CLARK,1/25/16,LAS VEGAS BLVD,40,S,CLEAR,0,5,REAR-END,CARRY-ALL,N,23,0,GOING STRAIGHT,INATTENTION/DISTRACTED,VAN,N,41,0,STOPPED,APPARENTLY NORMAL,DRY,DAYLIGHT,LVMPD,NO
2379,INJURY CRASH,CLARK,1/25/16,E WASHINGTON AVE,550,W,CLEAR,0,4,REAR-END,PICKUP,W,27,1,GOING STRAIGHT,APPARENTLY NORMAL,VAN,W,40,1,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DAYLIGHT,LVMPD,NO
2405,PROPERTY DAMAGE ONLY,CLARK,1/25/16,SR159,39,E,CLEAR,0,0,"SIDESWIPE, OVERTAKING",CARRY-ALL,E,65,1,GOING STRAIGHT,APPARENTLY NORMAL,TOW TRUCK/WRECKER,E,36,1,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DARK - CONTINUOUS LIGHTING,LVMPD,NO
2425,INJURY CRASH,CLARK,1/25/16,IR15N,810,S,CLEAR,0,3,REAR-END,PICKUP,N,24,4,GOING STRAIGHT,APPARENTLY NORMAL,"HARDTOP, 2 DOOR",N,69,4,STOPPED,APPARENTLY NORMAL,DRY,DAYLIGHT,NHP,NO
2439,PROPERTY DAMAGE ONLY,CLARK,1/25/16,US95S TO FRCL53 N/S INT73,900,E,CLEAR,0,0,REAR-END,"HARDTOP, 4 DOOR",S,50,1,GOING STRAIGHT,APPARENTLY NORMAL,"HARDTOP, 2 DOOR",S,Unspecified,1,STOPPED,APPARENTLY NORMAL,DRY,DARK - CONTINUOUS LIGHTING,NHP,NO
2440,PROPERTY DAMAGE ONLY,CLARK,1/25/16,US95S,25,W,CLEAR,0,0,REAR-END,"SEDAN, 4 DOOR",S,22,3,GOING STRAIGHT,APPARENTLY NORMAL,"SEDAN, 4 DOOR",S,21,3,STOPPED,APPARENTLY NORMAL,DRY,DARK - CONTINUOUS LIGHTING,NHP,NO
2365,PROPERTY DAMAGE ONLY,CLARK,1/25/16,SR159,26,E,CLEAR,0,0,"SIDESWIPE, MEETING",VAN,W,45,0,NOT REPORTED,APPARENTLY NORMAL,"TRACTOR TRUCK, DIESEL",W,55,0,TURNING RIGHT,APPARENTLY NORMAL,DRY,DAYLIGHT,LVMPD,NO
2370,INJURY CRASH,CLARK,1/25/16,RANCHO DR,120,S,CLEAR,0,1,REAR-END,"SEDAN, 4 DOOR",S,33,2,GOING STRAIGHT,APPARENTLY NORMAL,CARRY-ALL,S,46,2,STOPPED,APPARENTLY NORMAL,DRY,DAYLIGHT,LVMPD,NO
2371,INJURY CRASH,CLARK,1/25/16,RANCHO DR,120,S,CLEAR,0,1,ANGLE,CARRY-ALL,S,61,2,GOING STRAIGHT,APPARENTLY NORMAL,"SEDAN, 4 DOOR",S,33,2,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DAYLIGHT,LVMPD,NO
2404,INJURY CRASH,CLARK,1/25/16,ARVILLE ST,0,AT INT,CLEAR,0,1,ANGLE,"SEDAN, 4 DOOR",N,26,0,TURNING LEFT,APPARENTLY NORMAL,VAN,S,16,0,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DARK - SPOT LIGHTING,LVMPD,NO
2411,PROPERTY DAMAGE ONLY,CLARK,1/25/16,SR159,0,AT INT,CLEAR,0,0,ANGLE,"SEDAN, 4 DOOR",S,57,0,TURNING LEFT,APPARENTLY NORMAL,"SEDAN, 4 DOOR",W,21,0,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DARK - CONTINUOUS LIGHTING,LVMPD,NO
2419,PROPERTY DAMAGE ONLY,CLARK,1/25/16,IR15N,250,N,CLEAR,0,0,REAR-END,"SEDAN, 4 DOOR",N,54,1,GOING STRAIGHT,APPARENTLY NORMAL,"SEDAN, 4 DOOR",N,27,1,STOPPED,APPARENTLY NORMAL,DRY,DAYLIGHT,NHP,NO
2427,PROPERTY DAMAGE ONLY,CLARK,1/25/16,IR15S,300,N,CLEAR,0,0,REAR-END,"SEDAN, 2 DOOR",S,20,4,GOING STRAIGHT,APPARENTLY NORMAL,"SEDAN, 4 DOOR",S,30,4,STOPPED,APPARENTLY NORMAL,DRY,DAYLIGHT,NHP,NO
8867,INJURY CRASH,CLARK,3/27/16,US95N,2500,N,CLEAR,0,2,NON-COLLISION,MOTORCYCLE,N,78,2,GOING STRAIGHT,APPARENTLY NORMAL,Unspecified,Unspecified,Unspecified,0,Unspecified,Unspecified,DRY,DAYLIGHT,NHP,NO
2431,PROPERTY DAMAGE ONLY,CLARK,1/25/16,IR15S,600,S,CLEAR,0,0,REAR-END,"HARDTOP, 4 DOOR",S,19,4,GOING STRAIGHT,APPARENTLY NORMAL,CARRY-ALL,S,59,4,UNKNOWN,APPARENTLY NORMAL,WET,DARK - SPOT LIGHTING,NHP,NO
2433,INJURY CRASH,CLARK,1/25/16,SR589W/E TO IR15N INT40,0,AT INT,CLEAR,0,1,ANGLE,"SEDAN, 4 DOOR",W,26,0,GOING STRAIGHT,APPARENTLY NORMAL,"SEDAN, 4 DOOR",N,21,0,TURNING LEFT,APPARENTLY NORMAL,DRY,DARK - SPOT LIGHTING,NHP,NO
2446,PROPERTY DAMAGE ONLY,CLARK,1/25/16,US95S TO SR599 N INT77,40,W,CLEAR,0,0,REAR-END,"SEDAN, 4 DOOR",S,52,0,TURNING RIGHT,APPARENTLY NORMAL,STATION WAGON,S,45,0,STOPPED,APPARENTLY NORMAL,DRY,DARK - SPOT LIGHTING,NHP,NO
2447,PROPERTY DAMAGE ONLY,CLARK,1/25/16,US95S,873,W,CLEAR,0,0,ANGLE,"SEDAN, 4 DOOR",S,38,0,CHANGING LANES,APPARENTLY NORMAL,"SEDAN, 4 DOOR",S,19,0,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DARK - SPOT LIGHTING,NHP,NO
2351,PROPERTY DAMAGE ONLY,CLARK,1/25/16,STEWART AVE,0,AT INT,CLEAR,0,0,NON-COLLISION,"SEDAN, 4 DOOR",E,53,0,TURNING LEFT,"FELL ASLEEP, FAINTED, FATIGUED, ETC.",Unspecified,Unspecified,Unspecified,0,Unspecified,Unspecified,DRY,DAYLIGHT,LVMPD,NO
2375,INJURY CRASH,CLARK,1/25/16,SR599,100,S,CLEAR,0,1,ANGLE,"HATCHBACK, 4 DOOR",N,24,3,NOT REPORTED,APPARENTLY NORMAL,"SEDAN, 4 DOOR",N,30,3,STOPPED,APPARENTLY NORMAL,DRY,DAYLIGHT,LVMPD,NO
2394,PROPERTY DAMAGE ONLY,CLARK,1/25/16,LAKE MEAD BLVD,0,AT INT,CLEAR,0,0,ANGLE,"SEDAN, 4 DOOR",S,31,1,TURNING LEFT,APPARENTLY NORMAL,"SEDAN, 4 DOOR",E,44,1,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DAYLIGHT,LVMPD,NO
2397,INJURY CRASH,CLARK,1/25/16,W WASHINGTON AVE,340,E,CLEAR,0,1,ANGLE,PICKUP,N,37,1,TURNING LEFT,APPARENTLY NORMAL,PICKUP,E,21,1,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DARK - CONTINUOUS LIGHTING,LVMPD,NO
2409,INJURY CRASH,CLARK,1/25/16,N MAIN ST,0,AT INT,CLEAR,0,1,ANGLE,"HARDTOP, 4 DOOR",S,Unspecified,0,GOING STRAIGHT,APPARENTLY NORMAL,CARRY-ALL,W,41,0,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DARK - CONTINUOUS LIGHTING,LVMPD,NO
2443,INJURY CRASH,CLARK,1/25/16,IR15S,200,S,CLEAR,0,1,REAR-END,"HARDTOP, 4 DOOR",S,24,0,GOING STRAIGHT,APPARENTLY NORMAL,"HARDTOP, 4 DOOR",S,44,5,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DARK - SPOT LIGHTING,NHP,NO
2452,INJURY CRASH,CLARK,1/25/16,IR15S TO US95N/MLK N/S INT42,1800,N,CLOUDY,0,1,ANGLE,"HATCHBACK, 4 DOOR",S,27,0,GOING STRAIGHT,APPARENTLY NORMAL,Unspecified,Unspecified,Unspecified,0,Unspecified,Unspecified,WET,DARK - SPOT LIGHTING,NHP,NO
2453,INJURY CRASH,CLARK,1/25/16,US95N,200,S,CLEAR,0,1,REAR-END,"SEDAN, 4 DOOR",N,40,3,GOING STRAIGHT,OTHER IMPROPER DRIVING,UTILITY,N,21,3,STOPPED,APPARENTLY NORMAL,DRY,DARK - CONTINUOUS LIGHTING,NHP,NO
2456,INJURY CRASH,CLARK,1/25/16,US95S,500,S,CLOUDY,0,1,REAR-END,"SEDAN, 2 DOOR",S,26,3,CHANGING LANES,APPARENTLY NORMAL,PICKUP,S,48,3,GOING STRAIGHT,APPARENTLY NORMAL,WET,DARK - SPOT LIGHTING,NHP,NO
2381,PROPERTY DAMAGE ONLY,CLARK,1/25/16,CENTENNIAL CENTER BLVD,20,N,CLEAR,0,0,REAR-END,PICKUP,S,43,0,GOING STRAIGHT,APPARENTLY NORMAL,"SEDAN, 4 DOOR",S,31,0,STOPPED,APPARENTLY NORMAL,DRY,DAYLIGHT,LVMPD,NO
2390,PROPERTY DAMAGE ONLY,CLARK,1/25/16,FORT APACHE RD,0,AT INT,CLEAR,0,0,ANGLE,"SEDAN, 4 DOOR",N,21,0,GOING STRAIGHT,APPARENTLY NORMAL,"SEDAN, 4 DOOR",E,63,0,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DAYLIGHT,LVMPD,NO
2418,PROPERTY DAMAGE ONLY,CLARK,1/25/16,CHEYENNE AVE,50,E,CLEAR,0,0,REAR-END,"HARDTOP, 2 DOOR",W,19,0,GOING STRAIGHT,APPARENTLY NORMAL,"SEDAN, 4 DOOR",W,56,0,STOPPED,APPARENTLY NORMAL,DRY,DAYLIGHT,NHP,NO
2501,INJURY CRASH,CLARK,1/26/16,FARM RD,100,E,CLEAR,0,3,ANGLE,PICKUP,S,38,0,TURNING RIGHT,APPARENTLY NORMAL,"SEDAN, 4 DOOR",W,65,0,GOING STRAIGHT,APPARENTLY NORMAL,Unspecified,DARK - SPOT LIGHTING,LVMPD,NO
2517,PROPERTY DAMAGE ONLY,CLARK,1/26/16,E SUMMERLIN PKWY,1080,E,CLEAR,0,0,"SIDESWIPE, OVERTAKING","SEDAN, 2 DOOR",E,25,1,PASSING OTHER VEHICLE,APPARENTLY NORMAL,CARRY-ALL,E,24,1,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DAYLIGHT,NHP,NO
2528,PROPERTY DAMAGE ONLY,CLARK,1/26/16,E SUMMERLIN PKWY,320,W,CLEAR,0,0,NON-COLLISION,"SEDAN, 4 DOOR",E,22,0,NOT REPORTED,APPARENTLY NORMAL,Unspecified,Unspecified,Unspecified,0,Unspecified,Unspecified,DRY,DARK - SPOT LIGHTING,NHP,NO
2468,PROPERTY DAMAGE ONLY,CLARK,1/26/16,LEWIS AVE,0,AT INT,CLEAR,0,0,ANGLE,"SEDAN, 4 DOOR",E,25,0,GOING STRAIGHT,APPARENTLY NORMAL,Unspecified,Unspecified,Unspecified,0,Unspecified,Unspecified,DRY,DAYLIGHT,LVMPD,NO
2495,INJURY CRASH,CLARK,1/26/16,E BONANZA RD,0,AT INT,CLEAR,0,2,ANGLE,CARRY-ALL,N,52,0,TURNING LEFT,APPARENTLY NORMAL,PICKUP,W,44,0,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DARK - SPOT LIGHTING,LVMPD,NO
2497,PROPERTY DAMAGE ONLY,CLARK,1/26/16,N PECOS RD,0,AT INT,CLEAR,0,0,NON-COLLISION,"SEDAN, 4 DOOR",S,35,0,TURNING LEFT,Unspecified,Unspecified,Unspecified,Unspecified,0,Unspecified,Unspecified,DRY,DAYLIGHT,LVMPD,NO
2499,INJURY CRASH,CLARK,1/26/16,MOJAVE RD,0,AT INT,CLEAR,0,2,ANGLE,"SEDAN, 4 DOOR",N,58,0,TURNING LEFT,APPARENTLY NORMAL,VAN,S,54,0,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DARK - CONTINUOUS LIGHTING,LVMPD,NO
2500,INJURY CRASH,CLARK,1/26/16,SR612,162,N,CLEAR,0,1,REAR-END,"SEDAN, 4 DOOR",N,18,2,GOING STRAIGHT,APPARENTLY NORMAL,"SEDAN, 4 DOOR",N,32,2,STOPPED,APPARENTLY NORMAL,DRY,DARK - CONTINUOUS LIGHTING,LVMPD,NO
2533,PROPERTY DAMAGE ONLY,CLARK,1/26/16,EASTERN AVE,0,AT INT,CLEAR,0,0,ANGLE,Unspecified,N,Unspecified,0,GOING STRAIGHT,Unspecified,PICKUP,S,45,0,TURNING LEFT,APPARENTLY NORMAL,DRY,DAYLIGHT,NHP,NO
2535,PROPERTY DAMAGE ONLY,CLARK,1/26/16,US95N,500,W,CLEAR,0,0,"SIDESWIPE, OVERTAKING",CARRY-ALL,N,66,2,CHANGING LANES,APPARENTLY NORMAL,CARRY-ALL,N,41,2,GOING STRAIGHT,APPARENTLY NORMAL,WET,DAYLIGHT,NHP,NO
2553,PROPERTY DAMAGE ONLY,CLARK,1/26/16,IR15N,400,S,CLEAR,0,0,REAR-END,CONSTRUCTION VEHICLE,N,39,4,GOING STRAIGHT,APPARENTLY NORMAL,"SEDAN, 4 DOOR",N,36,4,STOPPED,APPARENTLY NORMAL,DRY,DAYLIGHT,NHP,NO
2485,INJURY CRASH,CLARK,1/26/16,N DECATUR BLVD,0,AT INT,CLEAR,0,4,REAR-END,OTHER,N,26,0,GOING STRAIGHT,APPARENTLY NORMAL,"SEDAN, 2 DOOR",N,52,0,STOPPED,APPARENTLY NORMAL,DRY,DAYLIGHT,LVMPD,NO
2488,INJURY CRASH,CLARK,1/26/16,N TENAYA WAY,893,S,CLEAR,0,2,ANGLE,"HATCHBACK, 4 DOOR",W,31,1,TURNING LEFT,APPARENTLY NORMAL,"SEDAN, 2 DOOR",N,26,1,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DAYLIGHT,LVMPD,NO
2509,INJURY CRASH,CLARK,1/26/16,SR159,100,E,CLEAR,0,1,ANGLE,CARRY-ALL,W,64,3,NOT REPORTED,OTHER IMPROPER DRIVING,"SEDAN, 4 DOOR",W,59,3,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DARK - CONTINUOUS LIGHTING,LVMPD,NO
2510,INJURY CRASH,CLARK,1/26/16,SR596,0,AT INT,CLEAR,0,2,ANGLE,"SEDAN, 4 DOOR",N,69,0,TURNING LEFT,APPARENTLY NORMAL,"SEDAN, 4 DOOR",S,52,0,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DARK - CONTINUOUS LIGHTING,LVMPD,NO
2516,INJURY CRASH,CLARK,1/26/16,US95S,700,S,CLEAR,0,1,REAR-END,"HARDTOP, 4 DOOR",S,20,2,GOING STRAIGHT,APPARENTLY NORMAL,"HATCHBACK, 4 DOOR",S,20,2,STOPPED,APPARENTLY NORMAL,DRY,DAYLIGHT,NHP,NO
2518,PROPERTY DAMAGE ONLY,CLARK,1/26/16,US95S,700,S,CLEAR,0,0,REAR-END,"HATCHBACK, 4 DOOR",S,20,2,GOING STRAIGHT,APPARENTLY NORMAL,"SEDAN, 4 DOOR",S,46,2,STOPPED,APPARENTLY NORMAL,DRY,DAYLIGHT,NHP,NO
2525,PROPERTY DAMAGE ONLY,CLARK,1/26/16,IR15S,1000,N,CLEAR,0,0,"SIDESWIPE, OVERTAKING",CARRY-ALL,S,61,4,CHANGING LANES,APPARENTLY NORMAL,"SEDAN, 4 DOOR",S,58,4,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DARK - SPOT LIGHTING,NHP,NO
2529,PROPERTY DAMAGE ONLY,CLARK,1/26/16,SR159,5,W,CLEAR,0,0,REAR-END,Unspecified,E,Unspecified,3,GOING STRAIGHT,Unspecified,"HATCHBACK, 4 DOOR",E,33,3,STOPPED,APPARENTLY NORMAL,DRY,DAYLIGHT,NHP,NO
2549,PROPERTY DAMAGE ONLY,CLARK,1/26/16,US95S TO SR599S INT77,10,W,CLEAR,0,0,REAR-END,SEDAN,S,Unspecified,0,GOING STRAIGHT,APPARENTLY NORMAL,CARRY-ALL,S,19,0,STOPPED,APPARENTLY NORMAL,DRY,DAYLIGHT,NHP,NO
2479,INJURY CRASH,CLARK,1/26/16,W WASHINGTON AVE,300,W,CLEAR,0,1,REAR-END,"SEDAN, 4 DOOR",W,38,2,GOING STRAIGHT,INATTENTION/DISTRACTED: DRUG INVOLVEMENT,"SEDAN, 4 DOOR",W,45,2,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DAYLIGHT,LVMPD,NO
2484,PROPERTY DAMAGE ONLY,CLARK,1/26/16,LAS VEGAS BLVD,0,AT INT,CLEAR,0,0,"SIDESWIPE, OVERTAKING",CARRY-ALL,S,Unspecified,0,CHANGING LANES,APPARENTLY NORMAL,"SEDAN, 4 DOOR",S,Unspecified,0,GOING STRAIGHT,APPARENTLY NORMAL,Unspecified,Unspecified,LVMPD,NO
2496,INJURY CRASH,CLARK,1/26/16,W WASHINGTON AVE,200,W,CLEAR,0,1,ANGLE,"SEDAN, 4 DOOR",E,19,2,GOING STRAIGHT,"FELL ASLEEP, FAINTED, FATIGUED, ETC.","SEDAN, 4 DOOR",E,19,2,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DAYLIGHT,LVMPD,NO
2585,PROPERTY DAMAGE ONLY,CLARK,1/27/16,SR159,0,AT INT,CLOUDY,0,0,ANGLE,"SEDAN, 4 DOOR",E,85,0,TURNING LEFT,APPARENTLY NORMAL,"SEDAN, 4 DOOR",W,19,0,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DAYLIGHT,LVMPD,NO
2536,PROPERTY DAMAGE ONLY,CLARK,1/26/16,US95N,500,E,CLEAR,0,0,"SIDESWIPE, OVERTAKING","TRACTOR TRUCK, DIESEL",N,47,4,CHANGING LANES,APPARENTLY NORMAL,"SEDAN, 4 DOOR",N,43,4,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DARK - SPOT LIGHTING,NHP,NO
2547,INJURY CRASH,CLARK,1/26/16,US95N,20,S,CLEAR,0,1,REAR-END,"SEDAN, 4 DOOR",N,36,1,GOING STRAIGHT,APPARENTLY NORMAL,SEDAN,N,40,1,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DAYLIGHT,NHP,NO
2558,PROPERTY DAMAGE ONLY,CLARK,1/26/16,US95N TO VALLEY VIEW BLVD N/S,0,AT INT,CLEAR,0,0,"SIDESWIPE, OVERTAKING",PICKUP,N,68,0,TURNING LEFT,APPARENTLY NORMAL,"SEDAN, 4 DOOR",N,55,0,TURNING LEFT,APPARENTLY NORMAL,DRY,DAYLIGHT,NHP,NO
2469,INJURY CRASH,CLARK,1/26/16,SHADY TIMBER ST,22,N,CLEAR,0,1,REAR-END,"SEDAN, 4 DOOR",S,19,1,GOING STRAIGHT,APPARENTLY NORMAL,"SEDAN, 4 DOOR",S,54,1,STOPPED,APPARENTLY NORMAL,DRY,DAYLIGHT,LVMPD,NO
2491,INJURY CRASH,CLARK,1/26/16,N BUFFALO DR,400,S,CLEAR,0,1,ANGLE,"SEDAN, 4 DOOR",W,52,0,TURNING LEFT,APPARENTLY NORMAL,"HATCHBACK, 2 DOOR",N,17,0,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DAYLIGHT,LVMPD,NO
2508,INJURY CRASH,CLARK,1/26/16,SR573,86,W,CLEAR,0,4,REAR-END,"SEDAN, 4 DOOR",E,18,3,GOING STRAIGHT,APPARENTLY NORMAL,BUS,E,Unspecified,3,STOPPED,APPARENTLY NORMAL,DRY,DARK - CONTINUOUS LIGHTING,LVMPD,NO
2515,PROPERTY DAMAGE ONLY,CLARK,1/26/16,US95S,100,S,CLEAR,0,0,NON-COLLISION,MOTORCYCLE,S,23,3,CHANGING LANES,OTHER IMPROPER DRIVING,"SEDAN, 4 DOOR",S,23,3,CHANGING LANES,APPARENTLY NORMAL,DRY,DAYLIGHT,NHP,NO
2519,PROPERTY DAMAGE ONLY,CLARK,1/26/16,US95S,500,S,CLEAR,0,0,REAR-END,"SEDAN, 4 DOOR",S,50,2,GOING STRAIGHT,APPARENTLY NORMAL,"HATCHBACK, 2 DOOR",S,21,2,STOPPED,APPARENTLY NORMAL,DRY,DAYLIGHT,NHP,NO
2537,PROPERTY DAMAGE ONLY,CLARK,1/26/16,US95S TO ANN RD INT90B,10,N,CLEAR,0,0,REAR-END,Unspecified,Unspecified,Unspecified,0,GOING STRAIGHT,Unspecified,"SEDAN, 4 DOOR",S,61,0,STOPPED,APPARENTLY NORMAL,DRY,DARK - SPOT LIGHTING,NHP,NO
2555,PROPERTY DAMAGE ONLY,CLARK,1/26/16,US95S,250,S,CLEAR,0,0,"SIDESWIPE, OVERTAKING",CARRY-ALL,S,60,2,CHANGING LANES,APPARENTLY NORMAL,CARRY-ALL,S,45,2,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DAYLIGHT,NHP,NO
2590,INJURY CRASH,CLARK,1/27/16,HORSE DR,0,AT INT,CLEAR,0,1,ANGLE,PICKUP,W,44,0,GOING STRAIGHT,APPARENTLY NORMAL,"SEDAN, 4 DOOR",S,16,0,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DAYLIGHT,LVMPD,NO
2593,PROPERTY DAMAGE ONLY,CLARK,1/27/16,N BUFFALO DR,75,S,CLOUDY,0,0,REAR-END,"SEDAN, 4 DOOR",N,20,0,GOING STRAIGHT,APPARENTLY NORMAL,CARRY-ALL,N,38,0,STOPPED,APPARENTLY NORMAL,DRY,DAYLIGHT,LVMPD,NO
2647,INJURY CRASH,CLARK,1/27/16,CC215N TO JONES BLVD INT40,17,W,CLEAR,0,1,REAR-END,"SEDAN, 2 DOOR",E,25,0,TURNING RIGHT,APPARENTLY NORMAL,UTILITY,E,60,0,STOPPED,APPARENTLY NORMAL,WET,DARK - SPOT LIGHTING,NHP,NO
9960,INJURY CRASH,CLARK,4/5/16,SR159,70,W,CLEAR,0,1,ANGLE,"SEDAN, 4 DOOR",E,Unspecified,3,GOING STRAIGHT,Unspecified,"SEDAN, 4 DOOR",E,36,3,STOPPED,APPARENTLY NORMAL,DRY,DAYLIGHT,LVMPD,NO
2620,PROPERTY DAMAGE ONLY,CLARK,1/27/16,TOWN CENTER DR N TO SUMMERLIN PKWY W,15,E,CLOUDY,0,0,ANGLE,"SEDAN, 4 DOOR",W,57,0,GOING STRAIGHT,APPARENTLY NORMAL,VAN,W,27,0,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DAYLIGHT,NHP,NO
2579,PROPERTY DAMAGE ONLY,CLARK,1/27/16,LAMB BLVD,75,S,CLEAR,0,0,REAR-END,"SEDAN, 4 DOOR",E,21,0,GOING STRAIGHT,APPARENTLY NORMAL,"SEDAN, 4 DOOR",S,44,0,STOPPED,APPARENTLY NORMAL,DRY,DAYLIGHT,LVMPD,NO
2582,PROPERTY DAMAGE ONLY,CLARK,1/27/16,LAMB BLVD,14,N,CLEAR,0,0,REAR-END,"HARDTOP, 2 DOOR",S,Unspecified,2,GOING STRAIGHT,Unspecified,"SEDAN, 4 DOOR",S,21,2,STOPPED,APPARENTLY NORMAL,DRY,DAYLIGHT,LVMPD,NO
2583,PROPERTY DAMAGE ONLY,CLARK,1/27/16,FAIRFIELD AVE E,204,S,CLEAR,0,0,REAR-END,Unspecified,S,Unspecified,0,UNKNOWN,Unspecified,"SEDAN, 4 DOOR",Unspecified,Unspecified,0,PARKED,Unspecified,DRY,DAYLIGHT,LVMPD,NO
2589,PROPERTY DAMAGE ONLY,CLARK,1/27/16,LAS VEGAS BLVD,20,N,CLEAR,0,0,REAR-END,CARRY-ALL,S,Unspecified,0,GOING STRAIGHT,APPARENTLY NORMAL,"SEDAN, 4 DOOR",S,Unspecified,0,STOPPED,APPARENTLY NORMAL,Unspecified,Unspecified,LVMPD,NO
2598,INJURY CRASH,CLARK,1/27/16,LAMB BLVD,5,S,CLEAR,0,1,NON-COLLISION,"SEDAN, 4 DOOR",S,51,2,GOING STRAIGHT,APPARENTLY NORMAL,Unspecified,Unspecified,Unspecified,0,Unspecified,Unspecified,DRY,DUSK,LVMPD,YES
2602,INJURY CRASH,CLARK,1/27/16,S 13TH ST,0,AT INT,CLOUDY,0,1,"SIDESWIPE, OVERTAKING","SEDAN, 4 DOOR",N,22,0,CHANGING LANES,APPARENTLY NORMAL,"SEDAN, 4 DOOR",N,22,0,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DUSK,LVMPD,NO
2618,PROPERTY DAMAGE ONLY,CLARK,1/27/16,IR15N TO SR159E INT41,20,W,CLEAR,0,0,NON-COLLISION,"SEDAN, 4 DOOR",N,34,0,NOT REPORTED,HAD BEEN DRINKING,Unspecified,Unspecified,Unspecified,0,Unspecified,Unspecified,DRY,DARK - SPOT LIGHTING,NHP,NO
2621,PROPERTY DAMAGE ONLY,CLARK,1/27/16,US95N,1000,N,CLEAR,0,0,REAR-END,Unspecified,N,Unspecified,2,GOING STRAIGHT,Unspecified,CARRY-ALL,N,39,2,GOING STRAIGHT,APPARENTLY NORMAL,DRY,DAYLIGHT,NHP,NO
